aid,fname,lname,birth_date,birth_country,birth_city,overall_rating,gender,description
nm0000352,Vincent,D'Onofrio,06/30/1959,USA,New York,0,0,"Vincent Phillip D'Onofrio was born on June 30, 1959 in Brooklyn, New York, to Phyllis, a restaurant manager and server, and Gene D'Onofrio, a theatre production assistant and interior designer. He is of Italian descent and has two older sisters. He studied at the Actors Studio and the American Stanislavski Theatre. Vincent D'Onofrio is known as an ""actor's actor"". The wide variety of roles he has played and the quality of his work have earned him a reputation as a versatile talent."
nm0000995,Ellen,Burstyn,12/07/1932,USA,Michigan,0,1,"Ellen Burstyn was born in Detroit, Michigan, to Correine Marie (Hamel) and John Austin Gillooly. She is of Irish, French/French-Canadian, Pennsylvania Dutch (German), and Native American ancestry.. She worked a number of jobs before she became an actress. At 14, she was a short-order cook at a lunch counter. After graduating from Detroit's Cass Technical High School, she went to Texas to model and then to New York as a showgirl on"
nm0000120,Jim,Carrey,01/17/1962,Canada,Ontario,0,0,"Jim Carrey, Canadian-born and a U.S. citizen since 2004, is an actor and producer famous for his rubbery body movements and flexible facial expressions. The two-time Golden Globe-winner rose to fame as a cast member of the Fox sketch comedy"
nm0001993,Vincent,Cassel,11/23/1966,France,Paris,0,0,"Blue-eyed Vincent Cassel was born in Paris to a leading actor father,"
nm0738918,Lou,Romano,04/15/1972,April 15,unknown,0,0,"Lou Romano was born on April 15, 1972. He is known for his work on"
nm0619870,Mohammad,Amir,01/01/1970,unknown,unknown,0,0,"Mohammad Amir Naji is an actor, known for"
nm0005403,Jason,Schwartzman,06/26/1980,USA,California,0,0,"Jason Schwartzman was born on June 26, 1980 in Los Angeles, California, USA. He is known for his work on"
nm0095029,Lawrence,A.,01/01/1970,unknown,unknown,0,0,Lawrence A. Bonney is an American actor best remembered for his only film role in the Academy Award winning film
nm0799777,J.K.,Simmons,01/09/1955,USA,Michigan,0,0,J.K. Simmons is an American actor.
nm5016878,Jacob,Tremblay,10/05/2006,Canada,British Columbia,0,0,Jacob Tremblay is a Canadian actor. He made his film debut as Blue in the live action animated film
nm0000032,Charlton,Heston,10/04/1923,USA,Illinois,0,0,"With features chiseled in stone, and renowned for playing a long list of historical figures, particularly in Biblical epics, the tall, well built and ruggedly handsome Charlton Heston was one of Hollywood's greatest leading men and remained active in front of movie cameras for over sixty years. As a Hollywood star, he appeared in 100 films over the course of 60 years. He played Moses in the epic film,"
nm0945312,Akemi,Yamaguchi,01/01/1970,unknown,unknown,0,1,"Akemi Yamaguchi is an actress, known for"
nm0001067,Jackie,Coogan,10/26/1914,USA,California,0,0,"Jackie Coogan was born into a family of vaudevillians; his father was a dancer and his mother had been a child star. On the stage by age 4, Jackie was touring at age 5 with his family in Los Angeles, California."
nm0001602,Guy,Pearce,10/05/1967,UK,England,0,0,"Guy Edward Pearce was born 5 October, 1967 in Cambridgeshire, England, UK to Margaret Anne and Stuart Graham Pearce. His father was born in Auckland, New Zealand, to English and Scottish parents, while Guy's mother is English. Pearce and his family initially traveled to Australia for two years, after his father was offered the position of Chief test pilot for the Australian Government. Guy was just 3-years-old. After deciding to stay in Australia and settling in the Victorian city of Geelong, Guy's father was killed 5 years later in an aircraft test flight, leaving Guy's mother, a schoolteacher, to care for him and his older sister, Tracy."
nm0798564,Eugene,Silvain,01/17/1851,France,Ain,0,0,"Eugene Silvain was born on January 17, 1851 in Bourg-en-Bresse, Ain, France. He was an actor, known for"
nm0001500,Karl,Malden,03/22/1912,USA,Illinois,0,0,"Born to a Czech mother and a Serbian father in Chicago as Mladen Sekulovich, on March 22, 1912, Karl Malden did not speak English until he was in kindergarten. After graduating from high school in the nearby steel town of Gary, Indiana, Malden worked in the industry for three years until 1934, when he was frustrated with the drudgery of manual labor. He left to attend the Arkansas State Teacher's College, then the Goodman Theater Dramatic School and never looked back. Three years later, he went to New York City to find fame."
nm0309107,Tatsuya,Gashûin,12/10/1950,Japan,Tokyo,0,0,"Tatsuya Gashûin was born on December 10, 1950 in Tokyo, Japan as Akinosuke Sugano. He is an actor, known for the 2 Shimajiro films including Gekijouban Shimajirou no wao!: Shimajirou to kujira no uta (2014) as the voice puppet of Hermit Crab, Gekijouban Shimajirou no wao!: Shimajirou to ookina ki as the voice puppet of Froggie, he also voiced in Spirited Away (2001), Howl's Moving Castle (2004) and Kamen Rider W (2009)."
nm0383022,Noriko,Hidaka,05/31/1962,Japan,Tokyo,0,1,"Noriko Hidaka was born on May 31, 1962 in Tokyo, Japan. She is known for her work on"
nm6954008,Ryô,Narita,11/22/1993,Japan,Saitama,0,0,"Ryô Narita was born on November 22, 1993 in Saitama, Japan. He is an actor, known for"
nm0202966,Keith,David,06/04/1956,USA,New York,0,0,"Keith David is a classically trained actor, winning 3 Emmys out of 6 nominations as well as being nominated for a Tony award. He starred in the recently concluded TV series ""Greenleaf"" for Oprah Winfrey's OWN network. Upcoming films include ""Horizon Line"" with Allison Williams (""Get Out"") and ""Black As Night,"" for Amazon."
nm0334882,Darío,Grandinetti,03/05/1959,Argentina,Santa Fe Province,0,0,"Darío Grandinetti was born on March 5, 1959 in Rosario, Santa Fe Province, Argentina. He is an actor, known for"
nm0470981,Thomas,Kretschmann,09/08/1962,Federal Republic of Germany],German Democratic Republic [now Saxony-Anhalt,0,0,"Thomas Kretschmann was born in East Germany. Before becoming an actor, he was a swimmer. He has acted in several popular American movies, such as"
nm0252345,Bengt,Ekerot,02/08/1920,Sweden,Stockholms län,0,0,"Bengt Ekerot was born on February 8, 1920 in Stockholm, Stockholms län, Sweden. He was an actor and director, known for"
nm0619938,Tatsuya,Nakadai,12/13/1932,Japan,Tokyo,0,0,"Japanese leading man, an important star and one of the handful of Japanese actors well known outside Japan. Nakadai was a tall handsome clerk in a Tokyo shop when director"
nm0640307,Donald,O'Connor,08/28/1925,USA,Illinois,0,0,"Born into a vaudeville family, O'Connor was the youthful figure cutting a rug in several Universal musicals of the 1940s. His best-known musical work is probably"
nm0841797,Gloria,Swanson,03/27/1899,USA,Illinois,0,1,"Gloria Swanson went to public schools in Chicago; Key West, Florida; and San Juan, Puerto Rico. Her film debut was as an extra in"
nm0001371,Tom,Hulce,12/06/1953,USA,Michigan,0,0,"Thomas Edward Hulce was born in Detroit, Michigan, and grew up in Plymouth, MI, where he was raised with his two sisters and older brother. He is the son of Joanna (Winkleman), who had sung professionally, and Raymond Albert Hulce, who worked for Ford. He has English, German, and Irish ancestry. Wanting to be a singer, Tom had to make a switch in plans when his voice began changing. Knowing that if he wanted to be in show business he needed to become an actor, Tom began taking the necessary steps almost immediately."
nm0000297,Tom,Berenger,05/31/1949,USA,Illinois,0,0,"Born in Chicago, Oscar nominee and Golden Globe and Emmy Award winner Tom Berenger was born Thomas Michael Moore and raised in a working class Roman Catholic family of Irish descent. His father was a printer for the Chicago Sun-Times. Tom attended the University of Missouri to study journalism. There, he first auditioned for a role in ""Who's Afraid of Virginia Woolf"" at the college theater on a whim and a bet with a roommate; he won the role of ""Nick"", the second male lead."
nm0476334,Fikret,Kuskan,04/22/1965,Turkey,Istanbul,0,0,"He was born in 1965, Kuskan was graduated from Istanbul University State Conservatory. Right after his graduation, he starred in various Film and TV projects. Along with tie International Antalya Golden Orange Film Festival and Istanbul/ Ankara Film Festivals. He was awarded for his Outstanding performances on stage and in movies as well."
nm2835616,Dean-Charles,Chapman,09/07/1997,UK,England,0,0,"Dean-Charles Chapman was born on September 7, 1997 in Havering, Essex, England. He is an actor, known for"
nm0000457,John,Hurt,01/22/1940,UK,England,0,0,"One of stage, screen and TV's finest transatlantic talents, slight, gravel-voiced, pasty-looking John Vincent Hurt was born on January 22, 1940, in Shirebrook, a coal mining village, in Derbyshire, England. The youngest child of Phyllis (Massey), an engineer and one-time actress, and Reverend Arnould Herbert Hurt, an Anglican clergyman and mathematician, his quiet shyness betrayed an early passion for acting. First enrolled at the Grimsby Art School and St. Martin's School of Art, his focus invariably turned from painting to acting."
nm1856097,Yeo-jeong,Cho,02/10/1981,South Korea,unknown,0,1,"Yeo-jeong Cho was born on February 10, 1981 in South Korea. She is an actress, known for"
nm0000704,Elijah,Wood,01/28/1981,USA,Iowa,0,0,Elijah Wood is an American actor best known for portraying Frodo Baggins in
nm0000012,Bette,Davis,04/05/1908,USA,Massachusetts,0,1,"Ruth Elizabeth Davis was born April 5, 1908, in Lowell, Massachusetts, to Ruth Augusta (Favor) and Harlow Morrell Davis, a patent attorney. Her parents divorced when she was 10. She and her sister were raised by their mother. Her early interest was dance. To Bette, dancers led a glamorous life, but then she discovered the stage, and gave up dancing for acting. To her, it presented much more of a challenge."
nm0000438,Ed,Harris,11/28/1950,USA,New Jersey,0,0,"By transforming into his characters and pulling the audience in, Ed Harris has earned a reputation as one of the most talented actors of our time."
nm0000411,Edward,Furlong,08/02/1977,USA,California,0,0,"Edward Walter Furlong was born in Glendale, California. His mother, Eleanor (Tafoya), is from a Mexican family, and worked at a youth center. Furlong had no acting ambitions until he was approached by casting agent"
